title,artist,link,copyright
Firefly,Jim Yosef,https://ncs.io/track/download/ff2bb231-77ce-45ed-83aa-2f3a95a066d5,"Song: Firefly
Music provided by NoCopyrightSounds
Free Download/Stream: https://ncs.io/jyfirefly 
Watch: https://youtu.be/x_OwcYTNbHs?si=KZe74Euso6ofM8d2 "
MATAFAKA,Unknown Brain,https://ncs.io/track/download/73f99b09-2aab-4e7f-b3d2-384093a92d7f,"Song: Unknown Brain - MATAFAKA (feat. Marvin Divine) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/MATAFAKA 
Watch: http://youtu.be/AlXfbVpDUdo "
Hellcat,Desmeon,https://ncs.io/track/download/f4d1ec24-7bb5-464c-9d8d-c390ac2c1662,"Song: Desmeon - Hellcat [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/hellcat 
Watch: http://youtu.be/JSY6vBPunpY "
Shootin Stars,Aero Chord feat. DDARK,https://ncs.io/track/download/674b07f5-90de-4c68-969e-caed7069bae3,"Song: Aero Chord feat. DDARK - Shootin Stars [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/shootinstars 
Watch: http://youtu.be/PTF5xgT-pm8 "
Where We Started,Lost Sky,https://ncs.io/track/download/fceb443e-4f54-4144-af21-d2d63a4e60f2,"Song: Lost Sky - Where We Started (feat. Jex) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/WhereWeStarted 
Watch: http://youtu.be/U9pGr6KMdyg "
Control,Unknown Brain x Rival,https://ncs.io/track/download/cb017fb7-0620-4853-b9a9-6a067fb1ec45,"Song: Unknown Brain x Rival - Control (feat. Jex) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Control 
Watch: http://youtu.be/bLZHcnuqscU "
Energy,Elektronomia,https://ncs.io/track/download/4265e03a-2bd7-46a5-9817-5750d922ca32,"Song: Elektronomia - Energy [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/energy 
Watch: http://youtu.be/fzNMd3Tu1Zw "
Make Me Move,Culture Code,https://ncs.io/track/download/00475073-2e06-4c49-bbd8-e1c1797d5697,"Song: Culture Code - Make Me Move (feat. Karra) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/makememove 
Watch: http://youtu.be/vBGiFtb8Rpw "
Link,Jim Yosef,https://ncs.io/track/download/fec6a5e4-241c-40dd-88a1-53e71025661b,"Song: Jim Yosef - Link [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Link 
Watch: http://youtu.be/9iHM6X6uUH8 "
Savannah,Diviners,https://ncs.io/track/download/d14f3231-af73-411f-85b8-7a305cefaedc,"Song: Diviners - Savannah (feat. Philly K) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/savannah 
Watch: http://youtu.be/u1I9ITfzqFs "
Why Do I?,Unknown Brain,https://ncs.io/track/download/682ec70d-e4d8-43ec-a7ba-8a8c8da7f4e5,"Song: Unknown Brain - Why Do I? (feat. Bri Tolani) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/WhyDoI 
Watch: http://youtu.be/tcHJodG5hX8  "
Anikdote,Turn It Up,https://ncs.io/track/download/e94bf757-ea32-4dec-82f6-000a1ffda5f8,"Song: Anikdote - Turn It Up [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/turnitup 
Watch: http://youtu.be/S6RWY8OYwbk "
Let's Go!,Lensko,https://ncs.io/track/download/39e90f71-38f2-4221-9d30-30773f23f496,"Song: Lensko - Let's Go! [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/letsgo 
Watch: http://youtu.be/mSLuJYtl89Y "
Limitless,Elektronomia,https://ncs.io/track/download/6668f723-74fd-42ca-9fc6-8f31131613ad,"Song: Elektronomia - Limitless [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Limitless 
Watch: http://youtu.be/cNcy3J4x62M "
High,JPB,https://ncs.io/track/download/d3abfde5-f0e5-4574-b0ba-7e0875fe89f3,"Song: JPB - High [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/jpbhigh 
Watch: http://youtu.be/Tv6WImqSuxA "
C U Again,Cartoon,https://ncs.io/track/download/930941bc-5731-4f04-8dfc-f72cf003920e,"Song: Cartoon - C U Again feat. Mikk Mäe (Cartoon vs Futuristik VIP) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/cuagain 
Watch: http://youtu.be/NJNp6DnAAIo "
Stronger,Prismo,https://ncs.io/track/download/7206ad13-da45-42de-aca1-776b238dc0ac,"Song: Prismo - Stronger [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Stronger 
Watch: http://youtu.be/IIwiM777OzQ "
Tropic Love,Diviners feat. Contacreast,https://ncs.io/track/download/457f751e-98f4-4373-b094-ad6fd8e20e8d,"Song: Diviners feat. Contacreast - Tropic Love [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/tropiclove 
Watch: http://youtu.be/u6RJv7f__Mg "
You,Axol x Alex Skrindo,https://ncs.io/track/download/a6760993-72f4-494c-a803-d3e137c6f9c7,"Song: Axol x Alex Skrindo - You [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/axolyou 
Watch: http://youtu.be/sA_p0rQtDXE "
Forever,Vanze,https://ncs.io/track/download/0abc7b20-de16-47ec-803a-862a285b1d68,"Song: Vanze - Forever (feat. Brenton Mattheus) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/forever 
Watch: http://youtu.be/RX7fZ5I709Y "
H.A.Y,Clarx,https://ncs.io/track/download/8f57c221-c882-4643-8b61-f560ce8b2d24,"Song: Clarx - H.A.Y [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/HAY 
Watch: http://youtu.be/mj9KRKSvdbk "
Love U,Razihel,https://ncs.io/track/download/4489c3f0-850e-4e6b-a6fc-6d2666658e08,"Song: Razihel - Love U [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/loveu 
Watch: http://youtu.be/OJBxNA8cX-E "
Oblivion,Dirty Palm,https://ncs.io/track/download/7bc194e2-15af-4808-9500-601f6180644a,"Song: Dirty Palm - Oblivion (feat. Micah Martin) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Oblivion 
Watch: http://youtu.be/8Yue9YYdNLM "
Pill,Heuse & Zeus x Crona,https://ncs.io/track/download/2985369a-10e3-43c1-a8bc-b1723904af8e,"Song: Heuse & Zeus x Crona - Pill (feat. Emma Sameth) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/pill 
Watch: http://youtu.be/CLiXUT3MS34 "
Flutter,Diamond Eyes,https://ncs.io/track/download/8884ea31-9ef1-4212-9cc9-9342e4fc7790 ,"Song: Diamond Eyes - Flutter [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Flutter 
Watch: http://youtu.be/lEHM9HZf0IA "
Fearless,TULE,https://ncs.io/track/download/65b8d9a0-5099-4f5c-b0b2-c73c608ce220,"Song: TULE - Fearless [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Fearless 
Watch: http://youtu.be/9rujCfYXhQc "
Puzzle,RetroVision,https://ncs.io/track/download/a436ffa2-819a-4b70-b145-414c76e6ddf2,"Song: RetroVision - Puzzle [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/puzzle 
Watch: http://youtu.be/TN_8D-79BZg "
Earth,K-391,https://ncs.io/track/download/4b8161b7-005d-489e-8761-b4249583a66e,"Song: K-391 - Earth [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/earth 
Watch: http://youtu.be/dOo2jWb73JY "
Dreams,Lost Sky,https://ncs.io/track/download/7f94394e-9d74-4879-84c7-68a573efe153,"Song: Lost Sky - Dreams [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/Dreams
Watch: http://youtu.be/SHFTHDncw0g"
Linked,"Jim Yosef, Anna Yvette",https://ncs.io/track/download/f27e0c33-90d6-41d2-8e04-67f60fd68134,"Song: Jim Yosef & Anna Yvette - Linked [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Stream: http://ncs.io/2017Linked
Watch: http://youtu.be/yHLtE1wFeRQ"
