title,artist,link,copyright
I Get Around,Tupac Shakur (ft. Digital Underground),https://drive.google.com/uc?export=download&id=1B0elIZwdaeNySAjm1EoH4zRVsB4_QfCK,Song: Tupac Shakur - I Get Around Watch: http://youtu.be/YqJAnQTwmJs
Dear Mama,Tupac Shakur,https://drive.google.com/uc?export=download&id=1D08neiYeDzo7L2dtQzx2Dm0RGWRO8ZaG,Song: Tupac Shakur - Dear Mama Watch: http://youtu.be/Mb1ZvUDvLDY
Btch Mad,Unknown (mungkin kesalahan pengetikan),https://drive.google.com/uc?export=download&id=1F-NI29NLCNVPVwvCzkXNqf5QfHgxsSMu,Song: 2 Chainz - Bitch Mad Watch: http://youtu.be/JZ1zQqjrTBU
clean out my closet,Eminem,https://drive.google.com/uc?export=download&id=1HlDUgFP6sZQzqBOnuhodYq2GWxGf8HEg,Song: Eminem - Cleanin' Out My Closet Watch: http://youtu.be/RQ9_TKayu9s
Prekrasnoe Daleko,Tatyana and the Children Choir of the 80s,https://drive.google.com/uc?export=download&id=1IocYq44WuFBitUsA9Z_5Z6QgXP4jFHYs,Song: Sofia Rotaru - Prekrasnoe Daleko Watch: http://youtu.be/tnH-J8PVK4c
Ruff Ryders' Anthem,DMX,https://drive.google.com/uc?export=download&id=1JieBVf04V1YoNfRYEZ9MTRXqf6Z-CBQX,Song: DMX - Ruff Ryders' Anthem Watch: http://youtu.be/ThlhSnRk21E
Hot Girl Summer,Megan Thee Stallion (ft. Nicki Minaj & Ty Dolla Sign),https://drive.google.com/uc?export=download&id=1Kwd1nPLPnIf09_FaAaWBkqbohJ4TeDcU,Song: Megan Thee Stallion (ft. Nicki Minaj & Ty Dolla Sign) - Hot Girl Summer Watch: http://youtu.be/6I8v49ydrD0
Sensual Seduction,Snoop Dogg,https://drive.google.com/uc?export=download&id=1LdjE06_qnlKsUCBO0CwF0iLK0Ubazsa2,Song: Snoop Dogg - Sensual Seduction Watch: http://youtu.be/Y1PVmANeyAg
Hit _Em Up - Single Version,Tupac Shakur,https://drive.google.com/uc?export=download&id=1NTe74JwzQQSJT7tH_wULoLOJj6SD4qAY,Song: Tupac Shakur - Hit 'Em Up (Single Version) Watch: http://youtu.be/41qC3w3UUkU
Straight Outta Compton,N.W.A,https://drive.google.com/uc?export=download&id=1NcHEdVP6UfiHP-2ylE9tu1ikT-thq72z,Song: N.W.A - Straight Outta Compton Watch: http://youtu.be/rsbWEF1Sju0
Travis Scott - Antidote,Travis Scott,https://drive.google.com/uc?export=download&id=1NvTbhMfaZoVXRzWrTPbVRDQRJW2oOpBV,Song: Travis Scott – Antidote Watch: http://youtu.be/KNPL3nLLl9k
99 Problems,Jay-Z,https://drive.google.com/uc?export=download&id=1Nz3czmgFMTFUjk-7kKWknqzAKPP2mC_i,Song: Jay-Z - 99 Problems Watch: http://youtu.be/WwoM5fLITfk
Trapped,Tupac Shakur,https://drive.google.com/uc?export=download&id=1PV5TI551BeD4gkPLjQrvO_equXYOABsT,Song: Tupac Shakur – Trapped Watch: http://youtu.be/9gwHpKaayZQ
Mask Off 90's Boom Bap,Future,https://drive.google.com/uc?export=download&id=1RwLi9TyKXrUSfVQoCDpc59th-81_tb7y,Song: Future - Mask Off Watch: http://youtu.be/xvZqHgFz51I
Gin and Juice,Snoop Dogg,https://drive.google.com/uc?export=download&id=1S9T3LYvjdKXObsmh0bJt4OyNnZ3vNFnI,Song: Snoop Dogg - Gin and Juice Watch: http://youtu.be/DI3yXg-sX5c
C.R.E.A.M,Wu-Tang Clan,https://drive.google.com/uc?export=download&id=1SC99r3XrlK05c2es1xPWnKq9Kv5oC2s4,Song: Wu-Tang Clan - C.R.E.A.M. Watch: http://youtu.be/PBwAxmrE194
still dre,Dr. Dre (ft. Snoop Dogg),https://drive.google.com/uc?export=download&id=1SXwbNMowZ2WJ2u0sP_0s1mYZis-xDAcp,Song: Dr. Dre - Still D.R.E. Watch: http://youtu.be/_CL6n0FJZpk
Like Toy Soldiers,Eminem,https://drive.google.com/uc?export=download&id=1Tfx4RfxsCayUTwud2gMMD_rK7F9cm2Mo,Song: Eminem - Like Toy Soldiers Watch: http://youtu.be/lexLAjh8fPA
Doggy Dogg World,Snoop Dogg (ft. Tha Dogg Pound),https://drive.google.com/uc?export=download&id=1V8FE_-ESaSx4up7zVaqtqQRc4mq8PND7,Song: Snoop Dogg (ft. Tha Dogg Pound) - Doggy Dogg World Watch: http://youtu.be/fiyWqI0EFL8
One Dance,Drake (ft. WizKid & Kyla),https://drive.google.com/uc?export=download&id=1VJeMJN6ykLHZbrsQZ5HAnPTrr3oX_7pA,Song: Drake (ft. WizKid & Kyla) - One Dance Watch: http://youtu.be/iAbnEUA0wpA
How Do U Want It,Tupac Shakur (ft. K-Ci & JoJo),https://drive.google.com/uc?export=download&id=1a29pahWLY0lpUw01wmFUhw-yAt36iKKZ,Song: Tupac Shakur (ft. K-Ci & JoJo) - How Do U Want It Watch: http://youtu.be/H2hFYYzAqLc
Picture Me Rollin_,Tupac Shakur,https://drive.google.com/uc?export=download&id=1aJFz5pGEP-aTvKug9rOVCXYrn4g3UvzA,Song: Tupac Shakur - Picture Me Rollin' Watch: http://youtu.be/3-d-jvJv3Ss
So Many Pros,Snoop Dogg,https://drive.google.com/uc?export=download&id=1bD4rhQChkX19xrph2xxBzBLfAQNGaF4y,Song: Snoop Dogg - So Many Pros Watch: http://youtu.be/BcLNfwF04Kw
California Love - Original Version,Tupac Shakur (ft. Dr. Dre),https://drive.google.com/uc?export=download&id=1bZJmqhCa3pKJjY-yF7-rLG5rLiB5biNY,Song: Tupac Shakur (ft. Dr. Dre) - California Love (Original Version) Watch: http://youtu.be/5wBTdfAkqGU
Vato,Snoop Dogg (ft. B-Real),https://drive.google.com/uc?export=download&id=1cMkRT8-n5733zxHKG2zGK9k_zGKmAmDh,Song: Snoop Dogg (ft. B-Real) – Vato Watch: http://youtu.be/XSCeqsC6Z5Q
Forgot About Dre,Dr. Dre (ft. Eminem),https://drive.google.com/uc?export=download&id=1dwtiJT7pZpMjCedoCZ3Bm9PVVebCu7Zi,Song: Dr. Dre (ft. Eminem) - Forgot About Dre Watch: http://youtu.be/QFcv5Ma8u8k
Bebas IWA K,Iwa K,https://drive.google.com/uc?export=download&id=1eX1R73McVaFMIxFFALUpNChp4ecieuO9,Song: Iwa K – Bebas Watch: http://youtu.be/xGAFfkgC1g8
Without Me,Eminem,https://drive.google.com/uc?export=download&id=1eZ-2v7fo5NTBUVailqd6CnrPNQWzSOWs,Song: Eminem - Without Me Watch: http://youtu.be/YVkUvmDQ3HY
To Live & Die In L.A.,Tupac Shakur,https://drive.google.com/uc?export=download&id=1hM2o0F8jswHOtJ6Nce143fbFZf7NFRqU,Song: Tupac Shakur - To Live & Die in L.A. Watch: http://youtu.be/HfIk7AkEHiU
N.Y state of mind,Nas,https://drive.google.com/uc?export=download&id=1hclkWMzQsHzxYy1qJeHRohsiS-y2GsoM,Song: Nas - N.Y. State of Mind Watch: http://youtu.be/UKjj4hk0pV4
Sicko Mode,Travis Scott,https://drive.google.com/uc?export=download&id=1j0Zhuj2gbQJhTnAQ798Bec_TcdrHRG2X,Song: Travis Scott - Sicko ModeWatch: http://youtu.be/MYcZ3tggx58](http://youtu.be/MYcZ3tggx58)
Move,Ludacris,https://drive.google.com/uc?export=download&id=1jpwjDZOMFA3FQRvRcaqGTbsHnDzGLYAT,Song: Ludacris – Move Watch: http://youtu.be/fmFILNolYEo
Hard Knock Life,Jay-Z,https://drive.google.com/uc?export=download&id=1kYL2uQWQXnS7d9vnqgHGWS-fVqeAvVe6,Song: Jay-Z - Hard Knock Life Watch: http://youtu.be/EUTg8pQ8p_Q
Eminem,Eminem,https://drive.google.com/uc?export=download&id=1m7c8os4YS2kqkQ3IGj0VwnbEYZ3AMLfU,Song: Eminem - The Real Slim Shady Watch: http://youtu.be/eJO5HU_7_1w
Kendrick Lamar,Kendrick Lamar,https://drive.google.com/uc?export=download&id=1mXytD__sHasU45DHMHxGY-5XUWAybodZ,Song: Kendrick Lamar - HUMBLE. Watch: http://youtu.be/tvTRZJ-4EyI
Who Am I (What’s My Name)_,Snoop Dogg,https://drive.google.com/uc?export=download&id=1mx4nOaPVMQq-l8zcz7QdE-wByKzpeH4t,Song: Snoop Dogg - Who Am I (What’s My Name) Watch: http://youtu.be/_inL4I5l0tI
BAD,young lex,https://drive.google.com/uc?export=download&id=1nIa9ZghQllnStb7DEpq_zovw0sgWDLdv,Song: young lex – BAD Watch: http://youtu.be/dsUXAEzaC3Q
The Way I Am,Eminem,https://drive.google.com/uc?export=download&id=1nfm3XfihPdc3exgZkehzCxPq0p2Dbxue,Song: Eminem - The Way I Am Watch: http://youtu.be/8vW0jqxV5fg
B.I.G,The Notorious B.I.G.,https://drive.google.com/uc?export=download&id=1onYOqOyfcP2-7ZCXlF8eCfWOLmyQslNF,Song: The Notorious B.I.G. - Big Poppa Watch: http://youtu.be/_JZom_gVfuw
Move,Ludacris,https://drive.google.com/uc?export=download&id=1s85MxEMTa1rjP6KeJ6GhB27Ec1T5zuxE,Song: Ludacris – Move Watch: http://youtu.be/fmFILNolYEo
Dat $tick,Rich Brian,https://drive.google.com/uc?export=download&id=1tz56tRtK5U6biFtN1GKf0AZT3_tMD_XY,Song: Rich Brian - Dat $tick Watch: http://youtu.be/1bW4L1D7h6w
Die Young,Roddy Ricch,https://drive.google.com/uc?export=download&id=1uY5ZaDlhEDpGMswwmD1cxyyOuQUw7GLs,Song: Roddy Ricch - Die Young Watch: http://youtu.be/uAALR-tJ_Bc
Eminem -The Death of Slim Shady,Unknown (mungkin kesalahan pengetikan),https://drive.google.com/uc?export=download&id=1w-aCYIGld545oTZy8v8PBx6eBMCpG-8-,Song: Eminem - Cleanin' Out My Closet Watch: http://youtu.be/RQ9_TKayu9s
In Da Club HD,50 Cent,https://drive.google.com/uc?export=download&id=1ykiB1RVzJMMVPb5u0_6fnDBTQOUZdYID,Song: 50 Cent - In Da Club Watch: http://youtu.be/5qm8PH4xAss
California Roll (feat. Stevie Wonder),Snoop Dogg (ft. Stevie Wonder),https://drive.google.com/uc?export=download&id=1zFwEGxUiwqIcwQ4hWWQ728o26YQTFBhE,Song: Snoop Dogg (ft. Stevie Wonder) - California Roll Watch: http://youtu.be/xzghalYD2uM
